n_number,serial_number,mfr_mdl_code,mfr,model,model_family,is_production_model,year_mfr,type_registrant,state,region,country,last_action_date,cert_issue_date,airworth_date,type_aircraft,type_engine,status_code,fract_owner
822GG,8554,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,WI,C,US,20230902,20220910,20220314,4,1,V,
822GM,1919,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,1,TX,2,US,20230909,20100201,20060425,4,1,V,
822GT,1456,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2004,7,IA,3,US,20230909,20191021,20040921,4,1,V,
822JJ,1749,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,FL,7,US,20251008,20251008,20180712,4,1,V,
822MC,4490,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2017,7,DE,1,US,20250224,20240304,20170608,4,1,V,
822MS,4849,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,GA,7,US,20230922,20191202,20191029,4,1,V,
822PG,0298,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2021,7,TN,3,US,20250930,20250930,20211001,4,5,V,
822R,0640,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,AZ,4,US,20240610,20240610,20240612,4,1,V,
822RA,11214,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,FL,7,US,20260618,20260618,20260222,4,1,V,
822SC,0899,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,TN,3,US,20230623,20211110,20040421,4,1,V,
822SJ,0786,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2014,7,IN,C,US,20230522,20230522,20140519,4,1,V,
822SR,1567,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2005,7,UT,S,US,20230829,20230829,20050919,4,1,V,
822TN,3078,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,ID,S,US,20230922,20221201,20080619,4,1,V,
822TW,1066,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,WI,C,US,20230122,20200501,20040901,4,1,V,
822VJ,0412,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,4,OH,C,US,20230325,20230325,20221218,4,5,V,
822VT,1253,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2016,7,LA,2,US,20230526,20210724,20160217,4,1,V,
822WM,0138,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,7,DE,1,US,20231003,20081209,20020103,4,1,V,
822WT,10823,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,HI,4,US,20250915,20250915,20250805,4,1,V,
8230,10670,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,MT,S,US,20250623,20250623,20250517,4,1,V,
823AC,1201,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2002,1,NY,1,US,20260630,20260630,20020522,4,1,V,
823CD,0185,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,4,CA,4,US,20230909,20221026,20020329,4,1,V,
823ER,1212,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,DE,1,US,20250825,20250825,20041208,4,1,V,
823FW,2455,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,CA,4,US,20230526,20150727,20070423,4,1,V,
823LR,0510,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2023,7,IN,C,US,20260420,20260420,20231214,4,5,V,
823PK,10494,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,CA,4,US,20250313,20250313,20250221,4,1,V,
823PV,1383,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,4,VA,1,US,20260128,20220919,20050331,4,1,V,
823RB,10289,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,MA,E,US,20241123,20241123,20241027,4,1,V,
823TK,9153,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,3,UT,S,US,20260810,20260810,20230329,4,1,V,
823UT,0839,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,,8,MN,C,US,20260730,,,4,5,M,
823VK,3130,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,3,FL,7,US,20230317,20100602,20080714,4,1,V,
824AR,2474,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,VA,1,US,20240112,20240112,20211222,4,1,V,
824CD,1255,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2002,7,LA,2,US,20230422,20221104,20020926,4,1,V,
824DG,11443,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2026,8,MN,C,US,20260227,,20260605,4,1,M,
824EB,9155,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,MN,C,US,20231209,20231209,20230327,4,1,V,
824EJ,10438,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,ND,C,US,20250223,20250223,20250129,4,1,V,
824ET,8570,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,1,MO,3,US,20241021,20241021,20220311,4,1,V,
824HJ,0602,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,AL,7,US,20230824,20121126,20030707,4,1,V,
824KB,4168,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,7,ND,C,US,20250506,20250506,20150121,4,1,V,
824MK,9190,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,7,MA,E,US,20230706,20230622,20230422,4,1,V,
824MR,1152,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,3,DE,1,US,20230902,20220908,20041102,4,1,V,
824P,1206,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,3,FL,7,US,20240529,20240529,20041205,4,1,V,
824PF,0504,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,NY,1,US,20230512,20180503,20030408,4,1,V,
824RL,10591,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,TN,3,US,20250514,20250514,20250402,4,1,V,
824TP,8795,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,PA,1,US,20251207,20251207,20220831,4,1,V,
824WB,2139,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,TX,2,US,20250512,20250512,20200723,4,1,V,
824WF,9544,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,WA,S,US,20240102,20240102,20231108,4,1,V,
824WL,4933,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,WY,S,US,20260522,20230529,20200804,4,1,V,
824XZ,0467,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,NY,1,US,20230915,20191127,20130311,4,1,V,
824ZB,1674,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,7,NY,1,US,20230122,20170119,20060615,4,1,V,
825AK,1811,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,1,TX,2,US,20230216,20230216,20070625,4,1,V,
825CC,9271,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,4,,,,20260715,20260715,20230602,4,1,V,
825CD,0189,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,7,CA,4,US,20231013,20200310,20020329,4,1,V,
825CQ,9880,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,,7,PA,1,US,20240531,20240531,,4,1,V,
825DL,1788,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,CO,S,US,20230722,20190307,20180906,4,1,V,
825FW,1368,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,1,TN,3,US,20260501,,20050322,4,1,R,
825HA,3561,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,IA,3,US,20230804,20190514,20091203,4,1,V,
825JB,1696,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,1,IN,C,US,20230407,20111223,20060718,4,1,V,
825JC,0752,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2014,7,OK,2,US,20260710,20181027,20140401,4,1,V,
825JH,2341,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,4,CA,4,US,20230701,20211214,20210615,4,1,V,
825PD,9403,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,SC,7,US,20250917,20231011,20230821,4,1,V,
825TG,0328,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,4,CT,E,US,20230324,20111004,20020829,4,1,V,
825TR,4317,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,7,LA,2,US,20230522,20230522,20160308,4,1,V,
825UM,11131,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,8,MN,C,US,20260803,20260803,20260104,4,1,V,
826BB,2906,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,TX,2,US,20240726,20231014,20080109,4,1,V,
826BJ,9065,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,IN,C,US,20260209,20260209,20230215,4,1,V,
826DX,1961,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,CA,4,US,20230902,20190909,20190805,4,1,V,
826DZ,4750,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,VA,1,US,20230722,20190325,20190212,4,1,V,
826F,0151,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,ID,S,US,20250614,20230119,20191008,4,5,V,
826JK,5077,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,7,IN,C,US,20260529,20260529,20210825,4,1,V,
826KE,0170,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,7,MN,C,US,20250116,20250116,20110804,4,1,V,
826MM,2359,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,WI,C,US,20230825,20190827,20070212,4,1,V,
826MS,2270,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2014,7,DE,1,US,20251027,20160121,20141006,4,1,V,
826SE,2550,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2020,3,MT,S,US,20260503,20260503,20200312,4,1,V,
826SR,1857,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,3,WY,S,US,20260220,20260220,20070924,4,1,V,
826TW,9032,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,FL,7,US,20251217,20231215,20221228,4,1,V,
826WM,10158,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,5,MI,C,US,20241011,20241011,20240819,4,1,V,
8277F,11259,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2026,7,NC,1,US,20260811,20260811,20260309,4,1,V,
827CD,0169,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,DE,1,US,20230505,20210409,20020312,4,1,V,
827CN,2765,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2021,7,TX,2,US,20260714,20240721,20211001,4,1,V,
827CT,1115,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,1,WA,S,US,20260615,,20150818,4,1,R,
827DJ,10292,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,NY,1,US,20241205,20241205,20241029,4,1,V,
827DM,1635,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,7,LA,2,US,20230902,20190923,20060320,4,1,V,
827EA,9949,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,DE,1,US,20240827,20240702,20240511,4,1,V,
827HE,9052,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,MS,2,US,20230403,20230403,20230131,4,1,V,
827LL,2143,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,OH,C,US,20241118,20241118,20200724,4,1,V,
827RB,10772,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,VA,1,US,20251106,20250820,20250630,4,1,V,
827S,0362,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,1,AR,2,US,20241028,20180402,20021031,4,1,V,
827TC,1304,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,1,IN,C,US,20230227,20220108,20160413,4,1,V,
827UR,4403,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,3,CA,4,US,20230519,20210628,20161014,4,1,V,
827WF,0667,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,4,TX,2,US,20230818,20130723,20030904,4,1,V,
828AB,1419,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,WV,1,US,20240111,20240111,20050429,4,1,V,
828BR,1697,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,4,MD,1,US,20230623,20121120,20060717,4,1,V,
828C,0396,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,NY,1,US,20230707,20091120,20021121,4,1,V,
828CT,0294,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2021,7,NC,1,US,20230707,20220112,20210922,4,5,V,
828DF,0731,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,IN,C,US,20230718,20160208,,4,1,V,
828DT,1648,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,DE,1,US,20260715,20260715,20051021,4,1,V,
828EC,1200,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,CA,4,US,20240426,20240426,20041130,4,1,V,
828EX,3927,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2013,7,DE,1,US,20230728,20220429,20130321,4,1,V,
828G,11216,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,4,CA,4,US,20260424,20260424,20260215,4,1,V,
828GG,4294,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,7,DE,1,US,20230401,20201102,20151228,4,1,V,
828JH,10714,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,4,CA,4,US,20250714,20250714,20250618,4,1,V,
828KG,11253,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,MO,3,US,20260615,20260615,20260314,4,1,V,
828KP,1456,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,CA,4,US,20160406,,20050524,4,1,V,
828L,2044,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,AR,2,US,20250826,20250826,20191217,4,1,V,
828LE,3178,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,TN,3,US,20240511,20240511,20080812,4,1,V,
828LL,2368,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,MN,C,US,20250606,20250606,20210809,4,1,V,
828MB,8655,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,MI,C,US,20230922,20221217,20220526,4,1,V,
828ME,1943,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,MD,1,US,20231117,20231117,20060508,4,1,V,
828MP,0134,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,IL,C,US,20240401,20230310,20190805,4,5,V,
828MR,3885,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2012,7,VT,E,US,20230930,20230116,20121029,4,1,V,
828MW,10813,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,4,NC,1,US,20250911,20250911,20250724,4,1,V,
828PS,10020,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,1,CA,4,US,20240712,20240712,20240627,4,1,V,
828PW,1635,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,7,TX,2,US,20230315,20230315,20171213,4,1,V,
828PZ,10059,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,CA,4,US,20240806,20240806,20240702,4,1,V,
828RP,1642,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,7,IL,C,US,20231022,20191118,20171214,4,1,V,
828RR,4337,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,7,DE,1,US,20230701,20181227,20160422,4,1,V,
828SJ,1580,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,4,IA,3,US,20240427,20240427,20170809,4,1,V,
828TM,0943,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,DE,1,US,20230825,20160831,20040524,4,1,V,
828TX,10151,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,TX,2,US,20241008,20241008,20240816,4,1,V,
828VT,3587,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,TX,2,US,20250809,20250809,20091217,4,1,V,
828ZZ,0605,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,MT,S,US,20240504,20240504,20130925,4,1,V,
829BT,2006,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,1,CO,S,US,20250403,20250123,20191016,4,1,V,
829CD,1256,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2002,4,WI,C,US,20230804,20070131,20020925,4,1,V,
829CF,3683,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,7,ID,S,US,20250707,20250707,20100921,4,1,V,
829CN,3764,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,7,NY,1,US,20230512,20210505,20200809,4,1,V,
829D,9127,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,7,FL,7,US,20250319,20250319,20230321,4,1,V,
829DM,8729,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,FL,7,US,20240828,20230307,20220711,4,1,V,
829DT,10293,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,GA,7,US,20241206,20241206,20241030,4,1,V,
829HS,2170,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,MA,E,US,20230401,20201121,20200916,4,1,V,
829MM,2647,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2020,3,GA,7,US,20231221,20231221,20201118,4,1,V,
829PK,8995,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,WI,C,US,20260129,20251009,20221217,4,1,V,
829RC,4725,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2018,7,DE,1,US,20230505,20210426,20181121,4,1,V,
829UM,10184,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,WY,S,US,20260531,20250123,20241003,4,1,V,
829W,1407,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,FL,7,US,20250225,20250225,20050420,4,1,V,
82AU,9376,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,4,TX,2,US,20231018,20231018,20230809,4,1,V,
82DH,0008,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2010,7,LA,2,US,20250228,20180605,20100630,4,1,V,
82DP,11554,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,8,MN,C,US,20260514,,,4,1,M,
82FG,9001,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,3,UT,S,US,20230125,20230125,20221228,4,1,V,
82JR,10510,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,1,MO,3,US,20250920,20250328,20250301,4,1,V,
82LY,11032,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,TX,2,US,20260310,20260310,20251129,4,1,V,
82MV,4297,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,1,LA,2,US,20250730,20250730,20151231,4,1,V,
82MZ,9921,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,CA,4,US,20240622,20240622,20240504,4,1,V,
82SA,0902,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,VA,1,US,20230519,20180628,20040422,4,1,V,
82SF,0675,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2025,7,,,,20250822,20250822,20250724,4,5,V,
82SN,0859,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2014,7,PA,1,US,20230509,20230509,20140828,4,1,V,
82TE,1817,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,SC,7,US,20231020,20060522,20060210,4,1,V,
82VT,0956,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2014,7,GA,7,US,20250327,20250327,20141229,4,1,V,
82VV,0551,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,OR,S,US,20230218,20230218,20130709,4,1,V,
82WF,0007,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2016,7,WY,S,US,20230320,20211029,20161221,4,5,V,
830CA,11119,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2026,7,WY,S,US,20260312,20260312,20260106,4,1,V,
830CD,0158,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,WY,S,US,20260204,20260204,20020219,4,1,V,
830DS,2113,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,4,IN,C,US,20230825,20190813,20060829,4,1,V,
830EG,10929,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,NY,1,US,20251104,20251104,20250919,4,1,V,
830WM,10221,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,5,MI,C,US,20241105,20241105,20240928,4,1,V,
831AM,1578,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,AZ,4,US,20231013,20110321,20050825,4,1,V,
831AZ,0003,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2001,7,UT,S,US,20230610,20210902,20010210,4,1,V,
831CC,2360,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,WA,S,US,20230512,20100913,20070209,4,1,V,
831CD,1580,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,NC,1,US,20260306,20250925,20050826,4,1,V,
831DE,2205,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,4,GA,7,US,20260512,20260512,20201117,4,1,V,
831DJ,0043,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2018,7,AL,7,US,20251204,20251204,20180413,4,5,V,
831DW,1233,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2016,7,CA,4,US,20230421,20210204,20160125,4,1,V,
831DX,0285,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2021,7,UT,S,US,20260507,20231217,20210820,4,5,V,
831ED,3188,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,1,AL,7,US,20250605,20080903,20080806,4,1,V,
831JC,0546,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,3,CA,4,US,20230928,20230313,20030612,4,1,V,
831JW,8637,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,3,NV,4,US,20231206,20231206,20220512,4,1,V,
831MM,0493,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,FL,7,US,20240427,20210528,20130408,4,1,V,
831MU,8790,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,5,WV,1,US,20230309,20230208,20220824,4,1,V,
831SG,0647,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,TX,2,US,20250307,20250307,20030814,4,1,V,
831TA,3150,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,3,FL,7,US,20230929,20140127,20140131,4,1,V,
831TD,2087,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,CA,4,US,20230919,20221107,20060816,4,1,V,
831TR,10973,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,LA,2,US,20251125,20251125,20251010,4,1,V,
831TX,2476,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,4,MT,S,US,20230818,20220708,20220105,4,1,V,
831WT,9292,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,CO,S,US,20230804,20230730,20230613,4,1,V,
831Y,9345,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,OH,C,US,20230908,20230907,20230724,4,1,V,
831ZH,11371,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,CA,4,US,20260731,20260731,20260506,4,1,V,
832AM,9752,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,8,MN,C,US,20230606,,20260201,4,1,M,
832EF,2377,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,8,AZ,4,US,20260724,20260722,20171024,4,1,V,
832JH,1296,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2003,7,NC,1,US,20230818,20051219,20030220,4,1,V,
832LM,0832,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,4,NV,4,US,20240607,20240607,20040317,4,1,V,
832MU,8977,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,5,WV,1,US,20230325,20230325,20221215,4,1,V,
832PS,10981,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,TX,2,US,20251209,20251209,20251013,4,1,V,
832TA,0168,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,FL,7,US,20250421,20250421,20191206,4,5,V,
833CF,2148,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,3,CT,E,US,20230122,20140627,20060921,4,1,V,
833EE,9951,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,7,OK,2,US,20240814,20240807,20240603,4,1,V,
833EF,2378,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,8,AZ,4,US,20260724,20260722,,4,1,V,
833JD,2463,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,IL,C,US,20230728,20220426,20211206,4,1,V,
833JR,1460,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2016,7,NY,1,US,20230505,20210405,20161228,4,1,V,
833M,1338,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,1,NC,1,US,20250806,20250806,20050303,4,1,V,
833RC,3689,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,7,ND,C,US,20260811,20260811,20100923,4,1,V,
833SD,2327,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,CA,4,US,20230818,20070226,20070117,4,1,V,
833SR,1530,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,KY,3,US,20230512,20180517,20050722,4,1,V,
833TA,0594,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2024,7,NC,1,US,20241122,20241122,20241031,4,5,V,
834AK,1288,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,1,LA,2,US,20250116,20250116,20050203,4,1,V,
834CD,0168,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,WY,S,US,20260129,20260129,20040105,4,1,V,
834EF,2379,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,8,AZ,4,US,20260724,20260722,20171026,4,1,V,
834HS,10682,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,DE,1,US,20250625,20250625,20250527,4,1,V,
834LA,0463,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,1,IL,C,US,20230512,20210511,20030227,4,1,V,
834LC,8689,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,TN,3,US,20230623,20230105,20220626,4,1,V,
835EF,2380,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,8,AZ,4,US,20260724,20260722,,4,1,V,
835WB,9484,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,4,MA,E,US,20231130,20231130,20231022,4,1,V,
835Z,0126,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,7,CA,4,US,20230610,20210908,20110420,4,1,V,
836EF,2381,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,8,AZ,4,US,20260724,20260722,,4,1,V,
836ZJ,9063,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,TN,3,US,20241106,20241106,20230114,4,1,V,
